entity_name,entity_type,latitude,longitude,properties
40 Aniversario Normal,punto,22.2338678,-102.3251816,"{""tipo"":""historico""}"
Jose Ma. Arteaga,punto,22.147385,-102.283084,"{""tipo"":""educativo""}"
Avion,punto,21.8566752,-102.2887964,"{""tipo"":""historico""}"
Instituto Educativo San Marcos,punto,21.885953,-102.287637,"{""tipo"":""educativo""}"
canchas fut,punto,21.8835622,-102.2556918,"{""tipo"":""recreativo""}"
Francisco Diaz de Leon,punto,22.2253252,-102.3286711,"{""tipo"":""educativo""}"
Alberca Deportiva,punto,22.2355027,-102.3262558,"{""tipo"":""recreativo""}"
Colegio de Estudios Cientificos Y Tecnologicos Del Estado Plantel Mirador de Las Culturas Ii,punto,21.886034,-102.317555,"{""tipo"":""educativo""}"
Monumento en honor al Obrero Desconocido,punto,21.9005354,-102.3164931,"{""tipo"":""historico""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 14",punto,22.24424,-102.085011,"{""tipo"":""educativo""}"
J. Guadalupe Peralta Gamez,punto,21.858198,-102.2653714,"{""tipo"":""educativo""}"
Curso Comunitario,punto,21.897222,-102.053889,"{""tipo"":""educativo""}"
Benito Juarez,punto,21.9227,-102.331631,"{""tipo"":""educativo""}"
Plaza Principal,punto,22.1475596,-102.2784714,"{""tipo"":""recreativo"",""horario"":""sunrise-sunset""}"
"Etv, 103, Jose Guadalupe Posada",punto,21.916944,-102.206667,"{""tipo"":""educativo""}"
"Etv, 18, Netzahualcoyotl",punto,21.973611,-102.316944,"{""tipo"":""educativo""}"
Presidentes de Mexico,punto,21.880743,-102.320401,"{""tipo"":""educativo""}"
Plutarco el ias Calles,punto,22.170833,-102.225556,"{""tipo"":""educativo""}"
Gabriel Ramos Millan,punto,21.8841413,-102.2637194,"{""tipo"":""educativo""}"
Lic. Jaime Torres Bodet,punto,22.022222,-102.003056,"{""tipo"":""educativo""}"
Águila de la Exedra,punto,21.8807299,-102.2958881,"{""tipo"":""historico""}"
Acuarama,punto,21.9581142,-102.3399315,"{""tipo"":""recreativo""}"
Universidad Tecnologica del Norte de Aguascalientes,punto,22.2231053,-102.2815942,"{""tipo"":""educativo""}"
Peatonal Benito Juárez,punto,21.8812405,-102.2966239,"{""tipo"":""historico""}"
Ni�os Heroes,punto,21.973611,-102.316944,"{""tipo"":""educativo""}"
"Cuitláhuac;Etv, 4, Ricardo Flores Magon;Nicolás Bravo",punto,22.0350094,-102.2580514,"{""tipo"":""otro""}"
Ezequiel A. Chavez,punto,22.169444,-102.141944,"{""tipo"":""educativo""}"
Colegio Valladolid,punto,21.896468,-102.252911,"{""tipo"":""educativo""}"
Salon El Herradero,punto,22.1463199,-102.290246,"{""tipo"":""recreativo""}"
Centro Educativo Jose Vasconcelos,punto,21.947276,-102.342678,"{""tipo"":""educativo""}"
UAA,punto,21.9129467,-102.3129123,"{""tipo"":""historico""}"
Escuela Preparatoria David Gutierrez Acosta,punto,22.2236769,-102.3210354,"{""tipo"":""educativo""}"
Centro de Atencion Multiple X,punto,21.892794,-102.260407,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.148352,-102.2785761,"{""tipo"":""recreativo""}"
Jardin Primavera,punto,21.8904785,-102.2930482,"{""tipo"":""recreativo""}"
"Ex-Hacienda ""La Trinidad""",punto,22.0629471,-102.2761733,"{""tipo"":""recreativo""}"
Miguel Hidalgo,punto,22.219444,-102.007222,"{""tipo"":""educativo""}"
Cecyte,punto,22.0689778,-102.270656,"{""tipo"":""recreativo""}"
Los 3 Cerditos,punto,22.0740506,-102.2723259,"{""tipo"":""recreativo""}"
Jose Isabel Rodriguez Montoya,punto,21.860833,-102.228056,"{""tipo"":""educativo""}"
"Etv, 159, Rafael Vazquez",punto,22.082222,-102.091667,"{""tipo"":""educativo""}"
Cancha futbol,punto,22.1436605,-102.2815172,"{""tipo"":""recreativo""}"
Canal,punto,21.9027945,-102.3070647,"{""tipo"":""recreativo""}"
Escuela de la Ciudad de Aguascalientes,punto,21.929414,-102.307157,"{""tipo"":""educativo""}"
"Cancha de Futbol, Paseo de las Maravillas y Lopez Portillo",punto,21.9469148,-102.3240674,"{""tipo"":""recreativo""}"
UNIDAD EDUCATIVA,punto,22.2272666,-102.2473099,"{""tipo"":""educativo""}"
Otto Granados Roldan,punto,21.856884,-102.274923,"{""tipo"":""educativo""}"
"Etv, 43, Alvaro Obregon",punto,22.323333,-102.291944,"{""tipo"":""educativo""}"
Jose Guadalupe Posada,punto,21.89669,-102.308756,"{""tipo"":""educativo""}"
Jose Clemente Orozco,punto,21.9004784,-102.3104602,"{""tipo"":""educativo""}"
Oso Panda,punto,21.8520452,-102.2896619,"{""tipo"":""historico""}"
"Instituto Renacimiento de Aguascalientes, A.C.",punto,21.897679,-102.312967,"{""tipo"":""educativo""}"
Mario Aguilera Dorantes,punto,21.889815,-102.258618,"{""tipo"":""educativo""}"
Centro Comercial Espacio,punto,21.8799143,-102.2609018,"{""tipo"":""comercial""}"
Ricardo Flores Magon,punto,22.261111,-102.248611,"{""tipo"":""educativo""}"
Curso Comunitario,punto,22.195,-102.395833,"{""tipo"":""educativo""}"
Parque Urbano Línea Verde,punto,21.8694104,-102.2489088,"{""tipo"":""recreativo""}"
Parque Jose Ma. Morelos y Pavón,punto,22.1506617,-102.2745063,"{""tipo"":""recreativo"",""horario"":""Mo-Su 07:00-20:00""}"
Camellon Verde,punto,22.2234712,-102.3174267,"{""tipo"":""recreativo""}"
Mercado Municipal,punto,22.2298215,-102.3212718,"{""tipo"":""comercial""}"
"Secundaria Tecnica, 23, Humberto Olivares Santana",punto,22.14176,-102.276798,"{""tipo"":""educativo""}"
"Centro Educativo Tonatiuh, A.C.",punto,21.863096,-102.307748,"{""tipo"":""educativo""}"
Univ. Cuahutemoc Odontologia,punto,21.870851,-102.2452931,"{""tipo"":""educativo""}"
Dr. Jaime Torres Bodet,punto,21.90637,-102.301319,"{""tipo"":""educativo""}"
Lic. Adolfo Lopez Mateos,punto,22.2266134,-102.3223629,"{""tipo"":""educativo""}"
Secundaria General 44 Aurora Esquivel Lozano,punto,21.9425802,-102.24963,"{""tipo"":""educativo""}"
Rosaura Zapata,punto,22.2340066,-102.3269413,"{""tipo"":""educativo""}"
Museo Espacio,punto,21.8911925,-102.2811559,"{""tipo"":""cultural""}"
Instituto Juan Pablo II,punto,21.8866805,-102.2957226,"{""tipo"":""educativo""}"
Prof. Edmundo Gamez Orozco,punto,21.910042,-102.304187,"{""tipo"":""educativo""}"
Cuauhtemoc Ii,punto,21.907167,-102.253169,"{""tipo"":""educativo""}"
Centro de Atencion Multiple Xv,punto,22.195997,-102.020158,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 18",punto,21.951944,-102.328889,"{""tipo"":""educativo""}"
Jose Efren Garcia Esparza,punto,22.070852,-102.272081,"{""tipo"":""educativo""}"
Colegio Missouri,punto,21.875698,-102.29195,"{""tipo"":""educativo""}"
Puerta Saturnina de Aguascalientes,punto,21.8904802,-102.2825308,"{""tipo"":""historico""}"
Telebachillerato Refugio de Providencia,punto,22.34821,-102.2581857,"{""tipo"":""educativo""}"
Parque y Gimnasio  Urbivilla del vergel,punto,22.0315122,-102.2758813,"{""tipo"":""recreativo""}"
Camellon Verde,punto,22.2367641,-102.3282617,"{""tipo"":""recreativo""}"
Ma. Luisa Villanueva Lopez,punto,22.0710416,-102.2716686,"{""tipo"":""cultural""}"
Emiliano Zapata,punto,21.867248,-102.246467,"{""tipo"":""educativo""}"
Parque Reyes Heroles,punto,21.9018408,-102.3160708,"{""tipo"":""recreativo""}"
"Etv, 93, Joaquin Fernandez de Lizardi",punto,22.061111,-102.198056,"{""tipo"":""educativo""}"
Pabellón Antonio Acevedo Escobedo,punto,21.8808871,-102.2979741,"{""tipo"":""cultural""}"
Alberto Fuentes Davila,punto,21.860833,-102.228056,"{""tipo"":""educativo""}"
Instituto el Dorado,punto,21.861694,-102.302875,"{""tipo"":""educativo""}"
Colegio de Estudios Cientificos Y Tecnologicos Del Estado Plantel Rincon de Romos,punto,22.2298623,-102.3076587,"{""tipo"":""educativo""}"
Teatro Bicentenario,punto,22.1473169,-102.2769263,"{""tipo"":""cultural""}"
Parque San Cayetano,punto,21.9009139,-102.3095292,"{""tipo"":""recreativo""}"
Escuela primaria,punto,21.8972948,-102.309163,"{""tipo"":""educativo""}"
Lic. Jesus Teran,punto,21.887027,-102.275915,"{""tipo"":""educativo""}"
Centro Regional de Aguascalientes,punto,21.8812641,-102.2931435,"{""tipo"":""cultural""}"
Centro INJUVA,punto,21.8815364,-102.2949554,"{""tipo"":""educativo""}"
"Colegio Real Del Sur, S.C.",punto,21.8598,-102.274722,"{""tipo"":""educativo""}"
"Etv, 23, Carmelita Martin Del CAMpo",punto,22.143333,-102.329444,"{""tipo"":""educativo""}"
Placa de Inaguración del Jardìn Cosmos,punto,22.1395276,-102.2811802,"{""tipo"":""historico""}"
La Concordia Forum Internacional,punto,21.8826267,-102.2668745,"{""tipo"":""educativo""}"
Parque Benito Juarez,punto,21.8790453,-102.316243,"{""tipo"":""recreativo""}"
"Centro Educativo Jose de Jesus Lopez Y Gonzalez, A.C.",punto,21.90016,-102.257314,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2264787,-102.3129454,"{""tipo"":""recreativo""}"
Bachillerato Amado Nervo,punto,22.287222,-102.238333,"{""tipo"":""educativo""}"
"Colegio Frances Hidalgo de Aguascalientes, S.C.",punto,21.855418,-102.285325,"{""tipo"":""educativo""}"
Juan Aldama,punto,22.178979,-102.340156,"{""tipo"":""educativo""}"
Parque Tabachín,punto,21.8729563,-102.2732744,"{""tipo"":""recreativo""}"
Instituto Cima,punto,21.9150509,-102.3419551,"{""tipo"":""educativo""}"
Plaza de San Jacinto,punto,22.3487336,-102.2341088,"{""tipo"":""recreativo""}"
Polifórum Deportivo y Cultural Universitario Morelos,punto,21.8682721,-102.3072032,"{""tipo"":""recreativo""}"
Instituto Victor Manuel Castelazo Muriel,punto,21.905683,-102.2882495,"{""tipo"":""educativo""}"
Parque Villa Montaña,punto,21.9450716,-102.2584767,"{""tipo"":""recreativo""}"
Ignacio Zaragoza,punto,21.951944,-102.328889,"{""tipo"":""educativo""}"
Colegio Nacional de Educacion Profesional Tecnica Plantel Tepezala,punto,22.222387,-102.166499,"{""tipo"":""educativo""}"
"Secundaria Cedros, A.C.",punto,21.941254,-102.297184,"{""tipo"":""educativo""}"
SkatePark Margaritas,punto,22.0005085,-102.2904516,"{""tipo"":""recreativo""}"
"Etv, 21, Emiliano Zapata",punto,22.106038,-102.297945,"{""tipo"":""educativo""}"
Ignacio Allende,punto,22.14,-102.1378193,"{""tipo"":""educativo""}"
Telebachillerato Adolfo Lopez Mateos,punto,22.134722,-102.206944,"{""tipo"":""educativo""}"
Parque Misión del Campanario,punto,21.9322523,-102.3178957,"{""tipo"":""recreativo""}"
Secundaria General 7 Profesor José Trinidad Vega Salas,punto,21.8769202,-102.2667626,"{""tipo"":""educativo""}"
"Etv, 147, Leona Vicario",punto,22.104722,-102.084444,"{""tipo"":""educativo""}"
La Pedrera,punto,22.2374932,-102.3278883,"{""tipo"":""recreativo""}"
Gabriel Ramos Millan,punto,21.884185,-102.26365,"{""tipo"":""educativo""}"
Jose Guadalupe Posada Aguilar,punto,21.980556,-102.251389,"{""tipo"":""educativo""}"
Jose L. Pedroza,punto,21.870813,-102.268394,"{""tipo"":""educativo""}"
Museo Ferrocarrilero,punto,21.8850262,-102.2809965,"{""tipo"":""cultural""}"
Curso Comunitario,punto,21.948056,-102.2075,"{""tipo"":""educativo""}"
Cancha Chuy Arroyo Futbol 7,punto,21.9695385,-102.3504869,"{""tipo"":""recreativo""}"
"Centro de Investigación y Docencia Económicas, CIDE, Sede Región Centro",punto,21.8955036,-102.3507768,"{""tipo"":""educativo"",""website"":""https://www.cide.edu/""}"
Busto Benito Juarez García,punto,22.148879,-102.2773964,"{""tipo"":""historico""}"
Plaza Juárez,punto,22.2381539,-102.0898078,"{""tipo"":""recreativo""}"
Teatro Aguascalientes,punto,21.8571044,-102.2912098,"{""tipo"":""cultural""}"
Parque Colinas de San Patricio 1,punto,21.8871701,-102.2345278,"{""tipo"":""recreativo""}"
Instituto Tecnologico de Pabellon de Arteaga,punto,22.146654,-102.270723,"{""tipo"":""educativo""}"
Alameda,punto,21.8835225,-102.2762881,"{""tipo"":""recreativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 7",punto,21.880669,-102.276795,"{""tipo"":""educativo""}"
"Etv, 179, Quetzalcoatl",punto,22.0684577,-102.2639955,"{""tipo"":""educativo""}"
Benemerito de Las Americas,punto,21.868571,-102.301675,"{""tipo"":""educativo""}"
Lázaro Cárdenas,punto,21.905,-102.457222,"{""tipo"":""educativo""}"
Jean Piaget,punto,21.92286,-102.312438,"{""tipo"":""educativo""}"
Escuela Secundaria General Matias Marin Vargas,punto,22.2273528,-102.3305347,"{""tipo"":""educativo""}"
Teatro Morelos,punto,21.8801468,-102.2970071,"{""tipo"":""cultural""}"
Centro de Atencion Multiple Vi,punto,21.861849,-102.287198,"{""tipo"":""educativo""}"
Parque la Concepción 2,punto,21.9206004,-102.2985905,"{""tipo"":""recreativo""}"
Centro Tecnologico Beethoven,punto,21.879095,-102.289828,"{""tipo"":""educativo""}"
"Etv, 81, Juventino Rosas",punto,22.109444,-102.242222,"{""tipo"":""educativo""}"
Magisterio Nacional,punto,21.857246,-102.301928,"{""tipo"":""educativo""}"
Dr. Pedro de Alba,punto,21.877477,-102.309272,"{""tipo"":""educativo""}"
16 de Septiembre,punto,22.119722,-102.3375,"{""tipo"":""educativo""}"
Enrique C. Rebsamen,punto,21.894725,-102.308182,"{""tipo"":""educativo""}"
J. Refugio Nieto Bermúdez,punto,21.897936,-102.25057,"{""tipo"":""educativo""}"
Foro del Lago,punto,21.875583,-102.3045957,"{""tipo"":""cultural""}"
Ni�o Artillero,punto,22.16278,-102.1874532,"{""tipo"":""educativo""}"
"Etv, 19, Enrique C. Rebsamen",punto,21.940437,-102.297136,"{""tipo"":""educativo""}"
Emiliano Zapata,punto,21.867377,-102.246679,"{""tipo"":""educativo""}"
Gimnasio Marlyc,punto,21.9015975,-102.2946386,"{""tipo"":""recreativo""}"
Parque Solidaridad,punto,21.9520857,-102.3469438,"{""tipo"":""recreativo""}"
Centro de Ciencias Economicas Y Administrativas,punto,21.9149247,-102.3133662,"{""tipo"":""educativo""}"
Jardin de Guadalupe,punto,22.2293398,-102.3136232,"{""tipo"":""recreativo""}"
Emiliano Zapata,punto,22.2975,-102.191389,"{""tipo"":""educativo""}"
Instituto de Alta Competitividad (Iac) Escuela Preparatoria,punto,21.878819,-102.284154,"{""tipo"":""educativo""}"
Museo de Historia Natural,punto,21.8527886,-102.2862641,"{""tipo"":""cultural""}"
Narciso Mendoza,punto,22.187778,-102.190278,"{""tipo"":""educativo""}"
"Etv, 160, Jose Rafael Iriarte",punto,22.361111,-102.276111,"{""tipo"":""educativo""}"
Colegio Marcelo Silva V.,punto,21.956447,-102.345108,"{""tipo"":""educativo""}"
Museo Padre Ricardo Nieves Barba,punto,22.2248064,-102.3226954,"{""tipo"":""cultural""}"
Universidad de Estudios Avanzados,punto,21.877738,-102.280997,"{""tipo"":""educativo""}"
Parque del Obraje,punto,21.8721879,-102.2974413,"{""tipo"":""recreativo""}"
Colegio de Estudios Cientificos Y Tecnologicos Del Estado Plantel Pabellon de Arteaga,punto,22.151039,-102.282531,"{""tipo"":""educativo""}"
Museo Interactivo de Ciencia y Tecnología Descubre,punto,21.8564962,-102.2890474,"{""tipo"":""cultural""}"
Colegio Benjamin Franklin,punto,21.858924,-102.272209,"{""tipo"":""educativo""}"
Alameda,punto,21.8842669,-102.2708274,"{""tipo"":""recreativo""}"
escuela Primaria Paseos de la providencia,punto,22.0254552,-102.2735189,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2357951,-102.3280127,"{""tipo"":""recreativo""}"
Licenciado Adolfo López Mateos,punto,21.8793137,-102.2763465,"{""tipo"":""educativo""}"
Miguel Hidalgo,punto,22.172693,-102.338089,"{""tipo"":""educativo""}"
Letras UTNA,punto,22.2241916,-102.2808342,"{""tipo"":""historico""}"
Plaza,punto,22.1710641,-102.0278029,"{""tipo"":""recreativo""}"
"Colegio Villalba, A.C.",punto,21.8863726,-102.2919113,"{""tipo"":""educativo""}"
Secundaria General 4 Leyes de Reforma,punto,21.9029892,-102.2854239,"{""tipo"":""educativo""}"
Juan H. Ramirez Martin Del CAMpo,punto,21.933759,-102.265345,"{""tipo"":""educativo""}"
Octavio Paz,punto,21.909828,-102.263325,"{""tipo"":""educativo""}"
Escuela Primaria Melchor Ocampo,punto,21.887096,-102.2938609,"{""tipo"":""educativo""}"
Camellon Verde,punto,22.2232968,-102.3192367,"{""tipo"":""recreativo""}"
Agropecuario,punto,21.9136972,-102.29462,"{""tipo"":""comercial""}"
"Colegio Cristobal Colon de Aguascalientes, A.C.",punto,21.924615,-102.303363,"{""tipo"":""educativo""}"
Preparatoria Jose Ma. Morelos Y Pavon,punto,21.8747077,-102.2935181,"{""tipo"":""educativo""}"
El Centauro Del Norte,punto,21.910391,-102.280998,"{""tipo"":""educativo""}"
Enrique Olivares Santana,punto,22.146111,-102.025833,"{""tipo"":""educativo""}"
Josefa Ortiz de Domínguez,punto,21.960204,-102.332882,"{""tipo"":""educativo""}"
Emiliano Zapata,punto,22.208333,-102.249444,"{""tipo"":""educativo""}"
Heroe de Nacozari,punto,21.874266,-102.275745,"{""tipo"":""educativo""}"
Jose Ma. Morelos,punto,21.994995,-102.292947,"{""tipo"":""educativo""}"
Parque Villa Teresa,punto,21.9199006,-102.28197,"{""tipo"":""recreativo""}"
"Secundaria Tecnica, 18, J. Guadalupe Posada",punto,22.287222,-102.238333,"{""tipo"":""educativo""}"
Mercado La Barranca,punto,21.8545608,-102.3218112,"{""tipo"":""comercial""}"
"Centro de Ense�anza Fco. I. Madero, Plantel Preparatoria Ii",punto,21.882023,-102.297204,"{""tipo"":""educativo""}"
Unidad Deportiva Emiliano Zapata,punto,22.0757763,-102.2681829,"{""tipo"":""recreativo""}"
"Etv, 118, Ignacio T. Chavez",punto,22.14,-102.137778,"{""tipo"":""educativo""}"
"Etv, 10, Justo Sierra Mendez",punto,22.234444,-102.019167,"{""tipo"":""educativo""}"
Melchor OCAMpo,punto,21.951389,-102.153056,"{""tipo"":""educativo""}"
109 Biblioteca Norte Víctor Sandoval,punto,21.9170731,-102.3167733,"{""tipo"":""cultural""}"
Rafael Ramirez,punto,21.872079,-102.284854,"{""tipo"":""educativo""}"
Ciencias Juridicas,punto,21.870651,-102.301816,"{""tipo"":""educativo""}"
Parque Educación Álamos,punto,21.857159,-102.3195822,"{""tipo"":""recreativo""}"
Humberto Ramirez Diaz,punto,21.876116,-102.244737,"{""tipo"":""educativo""}"
Unidad U.P.N. 011 Aguascalientes,punto,21.8527269,-102.3162066,"{""tipo"":""educativo""}"
Francisco Guel Esparza,punto,22.0781273,-102.2723967,"{""tipo"":""educativo""}"
Poliforum,punto,22.2213777,-102.3196129,"{""tipo"":""recreativo""}"
Lic. Jesus Reyes Heroles,punto,21.899474,-102.272077,"{""tipo"":""educativo""}"
Juan Jose de los Reyes Martinez,punto,22.024167,-102.306944,"{""tipo"":""educativo""}"
Cancha de Fut Bol Secundaria Técnica #16,punto,22.2428378,-102.0858965,"{""tipo"":""recreativo""}"
"Colegio Guadalupe Victoria de Pabellon de Arteaga, A.C.",punto,22.147071,-102.271352,"{""tipo"":""educativo""}"
Paloma de la Paz,punto,21.8605548,-102.3007211,"{""tipo"":""historico""}"
Mercado Villas,punto,21.9303804,-102.260247,"{""tipo"":""comercial""}"
Telebachillerato J. Gomez Portugal,punto,21.999494,-102.291436,"{""tipo"":""educativo""}"
Telebachillerato Valladolid,punto,22.021111,-102.315,"{""tipo"":""educativo""}"
Preparatoria Tottenham,punto,21.883976,-102.295129,"{""tipo"":""educativo""}"
Parque Ex Ejido Ojocaliente,punto,21.8823638,-102.2634204,"{""tipo"":""recreativo""}"
Busto,punto,22.2297939,-102.3226606,"{""tipo"":""historico""}"
Parque Mexico Morelos,punto,21.8552032,-102.2654974,"{""tipo"":""recreativo""}"
Parque Bicentenario,punto,21.9317499,-102.2538657,"{""tipo"":""historico""}"
Lázaro Cárdenas,punto,22.287222,-102.238333,"{""tipo"":""educativo""}"
Pedrera 2,punto,22.236797,-102.3301285,"{""tipo"":""recreativo""}"
"Bachillerato en Arte y Humanidades (BAH) ""José Guadalupe Posada""",punto,21.9101336,-102.3182192,"{""tipo"":""educativo""}"
Jardín Solidaridad,punto,22.2229028,-102.3285525,"{""tipo"":""recreativo""}"
Francisco I. Madero,punto,22.149444,-102.483056,"{""tipo"":""educativo""}"
camellon verde,punto,22.147716,-102.2762626,"{""tipo"":""recreativo""}"
"Centro Estudios Superiores de Aguascalientes, A. C.",punto,21.924489,-102.305687,"{""tipo"":""educativo""}"
"Primaria Cedros, A.C.",punto,21.927108,-102.298382,"{""tipo"":""educativo""}"
Jardin Manuel Carpio,punto,21.8919976,-102.2945399,"{""tipo"":""recreativo""}"
Biblioteca Pública Central Centenario - Bicentenario,punto,21.888805,-102.2795564,"{""tipo"":""cultural""}"
Teatro Municipal,punto,21.9610979,-102.3434405,"{""tipo"":""cultural""}"
"Etv, 78, Diana Laura Riojas de Colosio",punto,21.978333,-102.063611,"{""tipo"":""educativo""}"
Leona Vicario,punto,21.87,-102.038333,"{""tipo"":""educativo""}"
Jose Maria Morelos,punto,22.278056,-102.246944,"{""tipo"":""educativo""}"
Colegio Gobernadores,punto,21.882341,-102.301967,"{""tipo"":""educativo""}"
Juan Jose Arreola,punto,21.942881,-102.328607,"{""tipo"":""educativo""}"
Lic. Adolfo Lopez Mateos,punto,22.115556,-102.253056,"{""tipo"":""educativo""}"
Francisco Zarco,punto,21.871673,-102.293135,"{""tipo"":""educativo""}"
"Instituto Jesus Maria, A.C.",punto,21.958365,-102.342564,"{""tipo"":""educativo""}"
Explanada Municipal,punto,22.2294579,-102.3214125,"{""tipo"":""recreativo""}"
Universidad la Concordia,punto,21.898468,-102.319645,"{""tipo"":""educativo""}"
"Etv, 38, Alfredo V. Bonfil",punto,22.2459963,-102.3328636,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 8",punto,21.880669,-102.276795,"{""tipo"":""educativo""}"
"Universidad Del Valle de Mexico, Plantel Aguascalientes",punto,21.858436,-102.342258,"{""tipo"":""educativo""}"
Escuela de belleza,punto,21.8867056,-102.2964975,"{""tipo"":""educativo""}"
Parque Skate Pozo Bravo,punto,21.9264524,-102.281414,"{""tipo"":""recreativo""}"
Parque México La Presa,punto,21.9070318,-102.2635226,"{""tipo"":""recreativo""}"
Jilotepec,punto,22.0378973,-102.0788528,"{""tipo"":""educativo""}"
Independencia,punto,21.873686,-102.309749,"{""tipo"":""educativo""}"
Auditorio Cosmos,punto,22.1392143,-102.2810847,"{""tipo"":""cultural"",""horario"":""Mo-Su 07:00-22:00""}"
Escuela Preparatoria Las Americas,punto,21.8769622,-102.3008903,"{""tipo"":""educativo""}"
Gerardo Marin Martinez,punto,22.0704869,-102.2718049,"{""tipo"":""educativo""}"
Campus Paraíso,punto,21.8971083,-102.3527884,"{""tipo"":""educativo""}"
Jesus Maria Romo Romo,punto,21.865559,-102.245688,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 34, Frida Kahlo Calderon",punto,21.9183256,-102.2637607,"{""tipo"":""educativo""}"
Preparatoria de Bachilleres,punto,22.2274442,-102.3305428,"{""tipo"":""educativo""}"
Primero de Mayo,punto,21.915728,-102.251643,"{""tipo"":""educativo""}"
"Unidad de Servicios de Apoyo a la Educacion Regular, 9",punto,21.880669,-102.276795,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 6",punto,22.153217,-102.415449,"{""tipo"":""educativo""}"
"Secundaria Tecnica, 2",punto,21.880548,-102.316619,"{""tipo"":""educativo""}"
"Etv, 155, Jose Maria Arteaga",punto,22.261111,-102.248611,"{""tipo"":""educativo""}"
Rafael Ramirez,punto,21.9725,-102.311389,"{""tipo"":""educativo""}"
"Centro de Bachillerato Tecnologico Industrial Y de Servicios, 195",punto,21.885964,-102.264229,"{""tipo"":""educativo""}"
Colegio Nacional de Educacion Profesional Tecnica Plantel Pabellon de Arteaga,punto,22.144053,-102.277789,"{""tipo"":""educativo""}"
Emiliano Zapata,punto,22.081111,-102.158333,"{""tipo"":""educativo""}"
Primaria Jacinto Canek,punto,21.9252139,-102.2430689,"{""tipo"":""educativo""}"
Placa Monumental,punto,22.2234086,-102.3185166,"{""tipo"":""recreativo""}"
Emilio Carranza,punto,22.123889,-102.061667,"{""tipo"":""educativo""}"
"Etv, 112, Pedro Garcia Rojas",punto,22.146111,-102.025833,"{""tipo"":""educativo""}"
Lic. Jesus Reyes Heroles,punto,21.899474,-102.2720676,"{""tipo"":""educativo""}"
Cancha de Futbol Villa Campestre,punto,21.94971,-102.3237766,"{""tipo"":""recreativo""}"
"Centro Escolar Monte Alban, A.C.",punto,21.854351,-102.278084,"{""tipo"":""educativo""}"
Acueducto,punto,21.9322715,-102.3178348,"{""tipo"":""historico""}"
Parque Soberana _Convencion,punto,21.9342612,-102.280181,"{""tipo"":""recreativo"",""horario"":""24/7""}"
Jesus Reyes Heroles,punto,21.8519977,-102.3088256,"{""tipo"":""educativo""}"
Nicolas Bravo,punto,21.906944,-102.04,"{""tipo"":""educativo""}"
Plaza Arcos Campestre,punto,21.9256396,-102.3006421,"{""tipo"":""comercial""}"
Nazario S. Ortiz Garza,punto,22.0725,-102.270278,"{""tipo"":""educativo""}"
Antonio Torres Reyes,punto,21.8742452,-102.2309776,"{""tipo"":""educativo"",""horario"":""Mo-Fr 08:00-18:30""}"
Emiliano Zapata,punto,22.207778,-102.021944,"{""tipo"":""educativo""}"
Canchas de Fútbol Pozo Bravo,punto,21.9258635,-102.2818123,"{""tipo"":""recreativo""}"
Primaria Ismael Collazo García,punto,21.8630031,-102.2405265,"{""tipo"":""educativo""}"
"Etv, 149, Felipe de Angeles",punto,22.149444,-102.483056,"{""tipo"":""educativo""}"
Canal,punto,21.9027658,-102.3087578,"{""tipo"":""recreativo""}"
Area DE donacion,punto,21.9742282,-102.2670945,"{""tipo"":""recreativo""}"
Miguel Ricardo,punto,22.095981,-102.070103,"{""tipo"":""educativo""}"
Jose Ma. Morelos,punto,22.046389,-102.013611,"{""tipo"":""educativo""}"
General Jose Ma. Arteaga,punto,22.147521,-102.283079,"{""tipo"":""educativo""}"
Parque Versalles Primera Sección,punto,21.8604532,-102.3112546,"{""tipo"":""recreativo""}"
"Etv, 120, Francisco G. Hornedo Bengoa",punto,22.050278,-102.049722,"{""tipo"":""educativo""}"
Parque Prados del Sur,punto,21.8569232,-102.2979574,"{""tipo"":""recreativo""}"
Primaria María Elena Cabral Medina,punto,21.9253164,-102.2508974,"{""tipo"":""educativo""}"
Escuela Primaria Vicenta Trujillo,punto,21.9594604,-102.2692263,"{""tipo"":""educativo""}"
ETV 132 Amado Nervo,punto,22.3483836,-102.2583364,"{""tipo"":""educativo""}"
"Etv, 113, Rafael Arellano Valle",punto,22.0366417,-102.0772831,"{""tipo"":""educativo""}"
"Escuela de la Ciudad de Aguascalientes, A.C.",punto,21.9295283,-102.3075418,"{""tipo"":""educativo""}"
Parque Canal Interceptor,punto,21.9076591,-102.2935848,"{""tipo"":""recreativo"",""horario"":""24/7""}"
Otto Granados,punto,22.2253608,-102.3287003,"{""tipo"":""educativo""}"
Escuela Primaria Federal La Buena Tierra,punto,21.9599159,-102.3482236,"{""tipo"":""educativo""}"
Colegio Maria Villalobos Revilla,punto,21.928445,-102.307221,"{""tipo"":""educativo""}"
